,index,comment,author,relative_time_posted,url,ingestion_date
14,a21eae70-cc7d-4cc2-b598-a94c91413d5f,Angelina and Rebeca 💖👑🌟,Sofia Kena,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
15,ee3b4d7e-63f2-41f7-838d-b1c616dcd9bf,"Aww, seeing Rebeca's name up there with a gold!",Kelly Stout,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
16,2fb6af82-cc79-4628-8dab-45ec7bff35e0,"I love young russian girls Urazova and Listunova, they are incredible, they are only 16 years old 😍😍",Kawaii,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
17,dc845a8c-9d3c-4858-8ff6-7838eaf323a9,"Amazing. So pleased for everyone. 

I'm just so sorry that Becky Downie couldn't compete for us. ",AnnathePiana,4 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
18,d87572fb-2e85-447a-93c8-f5bf5bc410a2,So proud of Gelya<3,Minami Suzuki,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
19,b6ca1e06-2c76-4dd5-b401-68c44d72dac2,I'm happy for all of them❤❤,no one,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
20,32907d38-6305-4274-9d4d-e7a36974a8f2,Brasil! 👏👏👏💚💛💙,Sidnei Carlos de Araújo,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
21,dd247a04-7c67-45cc-86f0-5c14ff8ebcce,I wish Jade was up there with 2 medals :(,Hannah Colbert,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
22,8889d937-cd5a-47fa-b563-c5fa14fa1106,How about the impeccable performance by the Chinese 16 year old gymnast?,Timbo Yuen,15 hours ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
23,f4a0ce49-f59f-4262-9c47-942dc5885560,Really looking forward to seeing Suni on the Tigers!,SpecialNewb,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
24,7136b484-0aa7-4887-8a91-d26b57e73b40,Are they the only gymnasts who got more than 1?! That's amazing - I like the fact so many girls from different countries got a medal this time.,Alex Phaea,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
25,cef1741b-afa6-48e2-bd0b-112cda9bb03b,"Sunisa is really great, she deserves it. I hope to ser her in the next OG.",Christ Munzenmayer,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
26,5bf1e250-cee9-4d95-a5d3-c53e0705f6cb,individual medals - Rebeca is first <3,Victor Oliveira,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
27,00619f74-ef2b-464b-bf0d-7e0bee57a1c7,Suni sharing most decorated gymnast! 😍,Yuiop,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
28,5512f985-b1c7-4014-960f-0c95b76776c6,I am very happy for Angelina.,Jennie Diday,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
29,c88a1c40-28d9-4559-9c0d-def6a89cfc43,They all did amazing jobs!,Laura,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
30,bd1e204d-f1f2-41a3-8081-2c95829ea1ce,Anybody but Biles and Rapahoe,Brett Heart,1 day ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
31,1c16d133-8a54-4171-a294-e73200c6f0d2,I  am so happy China redeemed themselves and went 1-2 on beam. ❤️ I was really hurting for them throughout the competition.,fshonuff,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
32,862598a4-98a5-414a-ba9f-25d16ca96954,"i could see only the bronze to biles on beam, the other one couldnt find it",daniel cardozo,2 days ago (edited),https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
33,7f47cab3-541e-4b74-9c12-01834fcf77a4,Suni did say she cannot end her career with that bar routine she did in the final so I’m hoping she tries for a worlds but I don’t expect all around,sean,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
34,25cd5a7c-4260-4c5a-981b-f14e83868b0c,"Please bring back Mustafina, Komova, Raisman 😭😭",Hazrin Mohammad Hussain,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
35,47d17e04-e43a-467c-aec8-16923afe968c,Rebecaaaaa 💕,Cameron Baum,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
36,16e598fa-95c7-444b-9f91-5af7b4216e0b,"I thinks these were the fairest games when it comes to WAG. No clear dominance of just a few countries/gymnasts like in the past. Everyone had to wait until the last minute, if someone performed well they got a chance. Nothing was decided until it was over...I have nothing against USA/ROC but i'm really glad other countries' gymnasts got chance as well (Nina on bars, Rebecca on vault)....",Simple,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
37,c76ab224-2693-479d-9c49-2d96235b434b,All well done ladies 🙌🏻🙌🏻🙌🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,Jhaez Ocibac,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
38,75756e3d-7470-4c8c-bc24-ff241af0045d,"I'm happy for Suni's success, but Yufei was robbed :(",Hannibal Justin Case,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
39,d9f6f2e7-421f-4120-906d-c24292ad3ed3,Rebeca Andrade 🇧🇷🇧🇷🇧🇷,Levi Motta,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
40,eec7c9e8-a52b-4b27-bb6c-ca3f08368dcf,"How have I never heard the term ""decorated""",Chalce kid,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
41,a828ce21-33ba-4acd-8d93-2256d353a124,Gelya❤❤❤❤,Gymnastics aloud,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
42,e9f32a4e-c83d-4db7-bab9-9fbc0d657aad,Sunisa Lee was amazing!,aileen bie,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
43,15ba2c69-3a3d-4665-8669-adb4bc7abc27,"while everybody is happy, I am still devastated for Larisa, she is the unluckiest gymnast in the whole universe in human history T.T",Billy Ng,6 days ago (edited),https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
44,5c6ea152-dd9c-45aa-8f87-e42632ebd24c,They all were awesome,Natan Oliveira,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
45,d4279ad6-9a1d-4efa-a430-dfad15898aa9,🇧🇷❤️,GabrielDesidério,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
46,6b398acd-d5f2-4d41-a7b6-8b6063791435,Simone Biles has the twisties and still wins two Olympic Medals. Thats why she is G.O.A T,swearnim,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
47,09398da2-4459-42e0-bb33-b580ed0a2c38,"Rebeca lenda, o resto? lêndeas 
vai brasil caralho",666,4 days ago (edited),https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
48,0ffa7ca9-e144-4f7f-921e-7e46cd1406ee,Rebeccaaa 🇧🇷🇧🇷🇧🇷🇧🇷,Bruna Marinho A. S.,3 days ago (edited),https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
49,fb657c61-894b-42a9-bb54-c842a876a575,shouldn't the hashtag be #Tokyo2020?,M M,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
50,c20fce3e-298a-4a78-ad97-a8977a320797,Go Rebecca!!!,Tanae Bailey,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
51,4910e93b-6cf6-4997-8545-4c3aa6059825,Larisa :(,Hclarinet,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
52,9fae5b9f-4af1-43c2-8d1b-f36971a8220e,Go for it.,Francis Nguyen,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
53,2e6aefaf-a3da-45aa-971a-e428cb47215c,What about anastasia iliankova 🥇🥈 ?? Mire decorated than simone I suppose,Cam BK,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
54,9f35db82-b8bd-418a-a83e-20d25326297a,Lmao at Simone barely even competing and coming away among the top 4 medalists,Daniel,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
55,ad288530-474e-4a00-b8d0-ce675cf0916e,What about Jade Carey,Gina Aiello,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
56,afc9431e-db95-4abf-b9e8-d8a224af19c0,Jade also got a gold and silver!!!,Ryan,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
57,d123ac7d-8acd-4695-acc3-431dd8acb037,What apparatus that gave Simone bronze??,Willy Eilish,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
58,0b87450f-fc33-42e4-a410-43d8578629b7,How bout the Korean girl in archery.,Showtani,5 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
59,88b2dbe6-2355-4fac-957a-d35315d3d020,Didn’t Jade get two medals too??,brian c,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
60,1260d0ba-d77c-4f3a-82e4-2d9b7cc9a6dd,What did Biles get silver for?,MrQbenDanny,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
61,6df1ea37-27be-42fb-b1a0-ea251c1b17be,Lol at Simone Biles. What an embarrassment !!,v v,2 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
62,a626db45-a0f8-4d98-b40b-f06b17371612,"I always said Sunisa would carry the team, and that Simone was a media created sensation.",John Velas,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
63,c851c30d-7331-48de-9371-62a04db6ae62,#AngelinaMelnikova,Natalie Eliz,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
64,4a50c794-2e6c-4101-97f8-27395bb91dd7,Jade?,Kai Juttla,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
65,222ee03a-e062-418e-84ef-88bdddc2f851,see what you can achieve without giving up?,ToxRanWids,1 week ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
66,4fd5461c-a16a-4fb1-87af-2db975e9a462,Oh please aliya mustafina got 4 medals at 2012 olympics nastia luikin got 5 medals at 2008 olmpics. They're hardcore!! These girls today are weak!!,Cher cher,6 days ago,https://www.youtube.com/post/UgyYa8gswyZDYW0E2iJ4AaABCQ,2021-08-10
